student_id	species	park	observer	body_mass	landscape	vegetation	lion_presence	env_var	env_value
lv25974	Giraffe	Golden Tusk Safari	Obs_1	1859.3179052705248	Flat	Dense	Present	predator_density_per_sq_km	0.5275581231078529
lv25974	Giraffe	Lionshade Wilderness	Obs_1	919.2238124123454	Hilly	Dense	Absent	distance_to_water_km	2.4945388656342184
lv25974	Giraffe	Lionshade Wilderness	Obs_1	919.2238124123454	Hilly	Dense	Absent	average_annual_rainfall_mm	1308.0355168224712
lv25974	Giraffe	Lionshade Wilderness	Obs_1	919.2238124123454	Hilly	Dense	Absent	predator_density_per_sq_km	1.8602749994575822
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1307.7667302003408	Flat	Dense	Absent	distance_to_water_km	1.0131551917946242
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1307.7667302003408	Flat	Dense	Absent	average_annual_rainfall_mm	1225.318390781897
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1307.7667302003408	Flat	Dense	Absent	predator_density_per_sq_km	1.2628347292542184
lv25974	Giraffe	Golden Tusk Safari	Obs_4	4682.396982779638	Flat	Dense	Present	distance_to_water_km	2.794405157026787
lv25974	Giraffe	Golden Tusk Safari	Obs_4	4682.396982779638	Flat	Dense	Present	average_annual_rainfall_mm	547.2500388013897
lv25974	Giraffe	Golden Tusk Safari	Obs_4	4682.396982779638	Flat	Dense	Present	predator_density_per_sq_km	0.887410389092479
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	937.1147807337816	Flat	Dense	Absent	distance_to_water_km	0.2909291983670603
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	937.1147807337816	Flat	Dense	Absent	average_annual_rainfall_mm	971.455764745214
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	937.1147807337816	Flat	Dense	Absent	predator_density_per_sq_km	1.7738985508298193
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1429.6284423444818	Flat	Open	Present	distance_to_water_km	0.8242572465611865
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1429.6284423444818	Flat	Open	Present	average_annual_rainfall_mm	731.2156531730503
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1429.6284423444818	Flat	Open	Present	predator_density_per_sq_km	1.312397495770934
lv25974	Giraffe	Zebra Horizon Park	Obs_1	1399.2362204951792	Hilly	Dense	Present	distance_to_water_km	0.859823090602039
lv25974	Giraffe	Zebra Horizon Park	Obs_1	1399.2362204951792	Hilly	Dense	Present	average_annual_rainfall_mm	378.7746788374107
lv25974	Giraffe	Zebra Horizon Park	Obs_1	1399.2362204951792	Hilly	Dense	Present	predator_density_per_sq_km	0.7318684318770398
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1700.6342901017947	Hilly	Open	Preseet	distance_to_water_km	2.2672431396296693
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1700.6342901017947	Hilly	Open	Preseet	average_annual_rainfall_mm	1045.036039356443
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1700.6342901017947	Hilly	Open	Preseet	predator_density_per_sq_km	1.1756021143538713
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1111.6951528273225	Hilly	Dense	Absent	distance_to_water_km	2.3207590190602394
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1111.6951528273225	Hilly	Dense	Absent	average_annual_rainfall_mm	976.2364872224235
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1111.6951528273225	Hilly	Dense	Absent	predator_density_per_sq_km	1.5734322041636082
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	780.0660442837582	Flat	Open	Present	distance_to_water_km	2.691383407885078
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	780.0660442837582	Flat	Open	Present	average_annual_rainfall_mm	970.7892197460757
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	780.0660442837582	Flat	Open	Present	predator_density_per_sq_km	1.2832531041151276
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	858.628479998729	Flat	Dense	Absent	distance_to_water_km	5.349952169188044
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	858.628479998729	Flat	Dense	Absent	average_annual_rainfall_mm	1064.8457625403698
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	858.628479998729	Flat	Dense	Absent	predator_density_per_sq_km	0.6309004807716849
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1006.0980243360435	Hilly	Open	Absent	distance_to_water_km	4.923929938669293
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1006.0980243360435	Hilly	Open	Absent	average_annual_rainfall_mm	1264.739549318976
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1006.0980243360435	Hilly	Open	Absent	predator_density_per_sq_km	1.819645211855775
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1469.8497820318366	Flat	Dense	Absent	distance_to_water_km	4.510227994137143
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1469.8497820318366	Flat	Dense	Absent	average_annual_rainfall_mm	1061.679251345016
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1469.8497820318366	Flat	Dense	Absent	predator_density_per_sq_km	2.241298438314933
lv25974	Giraffe	Golden Tusk Safari	Obs_1	1281.8873117232304	Flat	Dense	Absent	distance_to_water_km	2.8502644299374267
lv25974	Giraffe	Golden Tusk Safari	Obs_1	1281.8873117232304	Flat	Dense	Absent	average_annual_rainfall_mm	815.0692471379415
lv25974	Giraffe	Golden Tusk Safari	Obs_1	1281.8873117232304	Flat	Dense	Absent	predator_density_per_sq_km	1.21335856680347
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1218.1156440440614	Flat	Dense	Absent	distance_to_water_km	3.742952817269937
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1218.1156440440614	Flat	Dense	Absent	average_annual_rainfall_mm	NA
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1218.1156440440614	Flat	Dense	Absent	predator_density_per_sq_km	1.1061364452652804
lv25974	Giraffe	Zebra Horizon Park	Obs_2	1301.4295492001481	Flat	Open	Absent	distance_to_water_km	0.7551931677998441
lv25974	Giraffe	Zebra Horizon Park	Obs_2	1301.4295492001481	Flat	Open	Absent	average_annual_rainfall_mm	960.4591620876457
lv25974	Giraffe	Zebra Horizon Park	Obs_2	1301.4295492001481	Flat	Open	Absent	predator_density_per_sq_km	0.9484392344550827
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1525.6118866355646	Hilly	Open	Present	distance_to_water_km	2.512323557393134
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1525.6118866355646	Hilly	Open	Present	average_annual_rainfall_mm	1093.0050959736855
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1525.6118866355646	Hilly	Open	Present	predator_density_per_sq_km	4.540290934149955
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1361.3631876834763	Flat	Open	Present	distance_to_water_km	2.6118894550246328
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1361.3631876834763	Flat	Open	Present	average_annual_rainfall_mm	688.0958941893875
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1361.3631876834763	Flat	Open	Present	predator_density_per_sq_km	1.2133933699628914
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1522.9691888786103	Flat	Dense	Absent	distance_to_water_km	6.688476619194438
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1522.9691888786103	Flat	Dense	Absent	average_annual_rainfall_mm	944.7073393472848
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1522.9691888786103	Flat	Dense	Absent	predator_density_per_sq_km	0.8951125449280882
lv25974	Giraffe	Golden Tusk Safari	Obs_5	982.3493657011189	Flat	Open	Present	distance_to_water_km	0.8796434902441649
lv25974	Giraffe	Golden Tusk Safari	Obs_5	982.3493657011189	Flat	Open	Present	average_annual_rainfall_mm	1290.180178050374
lv25974	Giraffe	Golden Tusk Safari	Obs_5	982.3493657011189	Flat	Open	Present	predator_density_per_sq_km	0.17281347219875187
lv25974	Giraffe	Lionshade Wilderness	Obs_4	1089.6133292719298	Flat	Open	Present	distance_to_water_km	4.070150286609314
lv25974	Giraffe	Lionshade Wilderness	Obs_4	1089.6133292719298	Flat	Open	Present	average_annual_rainfall_mm	967.5159726296541
lv25974	Giraffe	Lionshade Wilderness	Obs_4	1089.6133292719298	Flat	Open	Present	predator_density_per_sq_km	0.33430643534854415
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1186.0769131934705	Hilly	Open	Present	distance_to_water_km	1.221567381616545
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1186.0769131934705	Hilly	Open	Present	average_annual_rainfall_mm	790.4737997216829
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1186.0769131934705	Hilly	Open	Present	predator_density_per_sq_km	0.9470804466808624
lv25974	Giraffe	Golden Tusk Safari	Obs_3	1332.857929279442	Flat	Dense	Present	distance_to_water_km	2.799263527434037
lv25974	Giraffe	Golden Tusk Safari	Obs_3	1332.857929279442	Flat	Dense	Present	average_annual_rainfall_mm	917.2164494723381
lv25974	Giraffe	Golden Tusk Safari	Obs_3	1332.857929279442	Flat	Dense	Present	predator_density_per_sq_km	1.1553528918652232
lv25974	Giraffe	Savanna Whisper Reserve	Obs_5	899.716253874337	Hilly	Open	Absent	distance_to_water_km	2.034870582543746
lv25974	Giraffe	Savanna Whisper Reserve	Obs_5	899.716253874337	Hilly	Open	Absent	average_annual_rainfall_mm	1334.3945636085941
lv25974	Giraffe	Savanna Whisper Reserve	Obs_5	899.716253874337	Hilly	Open	Absent	predator_density_per_sq_km	1.2138665020195265
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1491.6497246974689	Hilly	Open	Present	distance_to_water_km	2.89590819265068
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1491.6497246974689	Hilly	Open	Present	average_annual_rainfall_mm	1165.0131883642407
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1491.6497246974689	Hilly	Open	Present	predator_density_per_sq_km	1.7772278209231616
lv25974	Giraffe	Zebra Horizon Park	Obs_2	1086.2690421066886	Flat	Open	Absent	distance_to_water_km	3.7142111590566325
lv25974	Giraffe	Zebra Horizon Park	Obs_2	1086.2690421066886	Flat	Open	Absent	average_annual_rainfall_mm	1371.0027400244817
lv25974	Giraffe	Zebra Horizon Park	Obs_2	1086.2690421066886	Flat	Open	Absent	predator_density_per_sq_km	0.8729240842686941
lv25974	Giraffe	Lionshade Wilderness	Obs_1	1216.48066767202	Flat	Open	Present	distance_to_water_km	0.9807200658546394
lv25974	Giraffe	Lionshade Wilderness	Obs_1	1216.48066767202	Flat	Open	Present	average_annual_rainfall_mm	1041.7293571485313
lv25974	Giraffe	Lionshade Wilderness	Obs_1	1216.48066767202	Flat	Open	Present	predator_density_per_sq_km	2.3401432750236384
lv25974	Giraffe	Savanna Whisper Reserve	Obs_5	981.4320694397335	Hilly	Open	Absent	distance_to_water_km	0.4056635162368764
lv25974	Giraffe	Savanna Whisper Reserve	Obs_5	981.4320694397335	Hilly	Open	Absent	average_annual_rainfall_mm	1123.0825289471275
lv25974	Giraffe	Savanna Whisper Reserve	Obs_5	981.4320694397335	Hilly	Open	Absent	predator_density_per_sq_km	0.5246304179980625
lv25974	Giraffe	Golden Tusk Safari	Obs_5	994.7997835620733	Hilly	Dense	Present	distance_to_water_km	0.9514018558690067
lv25974	Giraffe	Golden Tusk Safari	Obs_5	994.7997835620733	Hilly	Dense	Present	average_annual_rainfall_mm	832.4629262955601
lv25974	Giraffe	Golden Tusk Safari	Obs_5	994.7997835620733	Hilly	Dense	Present	predator_density_per_sq_km	0.4291666798859483
lv25974	Giraffe	Lionshade Wilderness	Obs_3	665.1512670781412	Hilly	Open	Absent	distance_to_water_km	3.552262038234673
lv25974	Giraffe	Lionshade Wilderness	Obs_3	665.1512670781412	Hilly	Open	Absent	average_annual_rainfall_mm	1181.6112006791
lv25974	Giraffe	Lionshade Wilderness	Obs_3	665.1512670781412	Hilly	Open	Absent	predator_density_per_sq_km	0.42303924591968867
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1332.122430972391	Flat	Dense	Present	distance_to_water_km	4.001986087410937
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1332.122430972391	Flat	Dense	Present	average_annual_rainfall_mm	848.0999373432281
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	1332.122430972391	Flat	Dense	Present	predator_density_per_sq_km	1.681368284406544
lv25974	Giraffe	Golden Tusk Safari	Obs_1	1029.7868407531673	Flat	Open	Absent	distance_to_water_km	1.8957282798211639
lv25974	Giraffe	Golden Tusk Safari	Obs_1	1029.7868407531673	Flat	Open	Absent	average_annual_rainfall_mm	573.8303485912767
lv25974	Giraffe	Golden Tusk Safari	Obs_1	1029.7868407531673	Flat	Open	Absent	predator_density_per_sq_km	0.9436084658389864
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	973.7333736676043	Hilly	Dense	Absent	distance_to_water_km	10.577281935872444
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	973.7333736676043	Hilly	Dense	Absent	average_annual_rainfall_mm	1038.3978897052377
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	973.7333736676043	Hilly	Dense	Absent	predator_density_per_sq_km	1.7382390234680265
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	897.6221462654954	Flat	Dense	Absent	distance_to_water_km	0.6217642770156664
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	897.6221462654954	Flat	Dense	Absent	average_annual_rainfall_mm	1583.7553653194307
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	897.6221462654954	Flat	Dense	Absent	predator_density_per_sq_km	0.8291165894371775
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1043.6130227247374	Hilly	Dense	Absent	distance_to_water_km	3.7895551118370006
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1043.6130227247374	Hilly	Dense	Absent	average_annual_rainfall_mm	1240.2743018719184
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1043.6130227247374	Hilly	Dense	Absent	predator_density_per_sq_km	0.6607865100553028
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1224.8322168605773	Hilly	Open	Present	distance_to_water_km	4.198331258197417
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1224.8322168605773	Hilly	Open	Present	average_annual_rainfall_mm	1349.5760169838782
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1224.8322168605773	Hilly	Open	Present	predator_density_per_sq_km	0.7727136007632366
lv25974	Giraffe	Zebra Horizon Park	Obs_4	1756.404629994394	Flat	Open	Present	distance_to_water_km	3.1312380337261727
lv25974	Giraffe	Zebra Horizon Park	Obs_4	1756.404629994394	Flat	Open	Present	average_annual_rainfall_mm	1107.6567169279456
lv25974	Giraffe	Zebra Horizon Park	Obs_4	1756.404629994394	Flat	Open	Present	predator_density_per_sq_km	0.2733966037705839
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1237.2134316237757	Hilly	Dense	Absent	distance_to_water_km	5.684373343828681
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1237.2134316237757	Hilly	Dense	Absent	average_annual_rainfall_mm	817.4328465051327
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1237.2134316237757	Hilly	Dense	Absent	predator_density_per_sq_km	0.4409910571599013
lv25974	Giraffe	Lionshade Wilderness	Obs_3	1272.65491661059	Hilly	Dense	Absent	distance_to_water_km	10.123085018402039
lv25974	Giraffe	Lionshade Wilderness	Obs_3	1272.65491661059	Hilly	Dense	Absent	average_annual_rainfall_mm	939.3277434669149
lv25974	Giraffe	Lionshade Wilderness	Obs_3	1272.65491661059	Hilly	Dense	Absent	predator_density_per_sq_km	0.36442873813453686
lv25974	Giraffe	Zebra Horizon Park	Obs_4	970.3742898331718	Flat	Dense	Absent	distance_to_water_km	1.9177799983770736
lv25974	Giraffe	Zebra Horizon Park	Obs_4	970.3742898331718	Flat	Dense	Absent	average_annual_rainfall_mm	918.0255679564224
lv25974	Giraffe	Zebra Horizon Park	Obs_4	970.3742898331718	Flat	Dense	Absent	predator_density_per_sq_km	2.091801361855774
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	1162.2348509969468	Hilly	Dense	Present	distance_to_water_km	1.1992327355263381
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	1162.2348509969468	Hilly	Dense	Present	average_annual_rainfall_mm	859.3900660653738
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	1162.2348509969468	Hilly	Dense	Present	predator_density_per_sq_km	0.658275946522379
lv25974	Giraffe	Zebra Horizon Park	Obs_4	997.9272753151236	Flat	Open	Absent	distance_to_water_km	1.514302867304145
lv25974	Giraffe	Zebra Horizon Park	Obs_4	997.9272753151236	Flat	Open	Absent	average_annual_rainfall_mm	1211.2501851789148
lv25974	Giraffe	Zebra Horizon Park	Obs_4	997.9272753151236	Flat	Open	Absent	predator_density_per_sq_km	1.7378033913724165
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1682.6925805117748	Flat	Dense	Present	distance_to_water_km	4.7086847147558135
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1682.6925805117748	Flat	Dense	Present	average_annual_rainfall_mm	640.7909492903765
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1682.6925805117748	Flat	Dense	Present	predator_density_per_sq_km	2.8908293150509445
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1104.1507736266954	Hilly	Dense	Present	distance_to_water_km	2.9848366293750566
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1104.1507736266954	Hilly	Dense	Present	average_annual_rainfall_mm	1259.909839633832
lv25974	Giraffe	Golden Tusk Safari	Obs_5	1104.1507736266954	Hilly	Dense	Present	predator_density_per_sq_km	0.8743781190633252
lv25974	Giraffe	Lionshade Wilderness	Obs_1	1009.0958822443458	Flat	Dense	Present	distance_to_water_km	0.7549403515047416
lv25974	Giraffe	Lionshade Wilderness	Obs_1	1009.0958822443458	Flat	Dense	Present	average_annual_rainfall_mm	1259.245745867768
lv25974	Giraffe	Lionshade Wilderness	Obs_1	1009.0958822443458	Flat	Dense	Present	predator_density_per_sq_km	1.2198345495756089
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1291.6766316308733	Hilly	Dense	Present	distance_to_water_km	1.3890435612503125
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1291.6766316308733	Hilly	Dense	Present	average_annual_rainfall_mm	640.4132922793755
lv25974	Giraffe	Zebra Horizon Park	Obs_3	1291.6766316308733	Hilly	Dense	Present	predator_density_per_sq_km	0.29353826789068627
lv25974	Giraffe	Golden Tusk Safari	Obs_3	1150.4662914044286	Hilly	Dense	Present	distance_to_water_km	3.0141359271568127
lv25974	Giraffe	Golden Tusk Safari	Obs_3	1150.4662914044286	Hilly	Dense	Present	average_annual_rainfall_mm	1191.8475993701602
lv25974	Giraffe	Golden Tusk Safari	Obs_3	1150.4662914044286	Hilly	Dense	Present	predator_density_per_sq_km	0.5637925894830745
lv25974	Giraffe	Zebra Horizon Park	Obs_4	1838.31484065619	Flat	Dense	Absent	distance_to_water_km	4.017960884400368
lv25974	Giraffe	Zebra Horizon Park	Obs_4	1838.31484065619	Flat	Dense	Absent	average_annual_rainfall_mm	1729.0679957033526
lv25974	Giraffe	Zebra Horizon Park	Obs_4	1838.31484065619	Flat	Dense	Absent	predator_density_per_sq_km	1.0401348774166521
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1585.965209019605	Flat	Dense	Present	distance_to_water_km	2.1607664836489806
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1585.965209019605	Flat	Dense	Present	average_annual_rainfall_mm	832.8353554175175
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1585.965209019605	Flat	Dense	Present	predator_density_per_sq_km	1.232889784779016
lv25974	Giraffe	Golden Tusk Safari	Obs_4	587.9170440004007	Flat	Dense	Present	distance_to_water_km	1.4129076312071047
lv25974	Giraffe	Golden Tusk Safari	Obs_4	587.9170440004007	Flat	Dense	Present	average_annual_rainfall_mm	1253.4712724224214
lv25974	Giraffe	Golden Tusk Safari	Obs_4	587.9170440004007	Flat	Dense	Present	predator_density_per_sq_km	0.5876764826291083
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1288.4178256691694	Flat	Open	Absent	distance_to_water_km	3.867736153241836
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1288.4178256691694	Flat	Open	Absent	average_annual_rainfall_mm	765.339446314179
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1288.4178256691694	Flat	Open	Absent	predator_density_per_sq_km	6.549582449575571
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	860.6814461981463	Hilly	Dense	Absent	distance_to_water_km	6.288223822576968
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	860.6814461981463	Hilly	Dense	Absent	average_annual_rainfall_mm	1333.2134254608402
lv25974	Giraffe	Savanna Whisper Reserve	Obs_4	860.6814461981463	Hilly	Dense	Absent	predator_density_per_sq_km	0.7255153149538762
lv25974	Giraffe	Lionshade Wilderness	Obs_4	1505.165430566249	Hilly	NA	Present	distance_to_water_km	4.160664063028657
lv25974	Giraffe	Lionshade Wilderness	Obs_4	1505.165430566249	Hilly	NA	Present	average_annual_rainfall_mm	1074.9474159779688
lv25974	Giraffe	Lionshade Wilderness	Obs_4	1505.165430566249	Hilly	NA	Present	predator_density_per_sq_km	1.0459969917065428
lv25974	Giraffe	Golden Tusk Safari	Obs_2	784.1889593555121	Flat	Dense	NA	distance_to_water_km	2.254749623615651
lv25974	Giraffe	Golden Tusk Safari	Obs_2	784.1889593555121	Flat	Dense	NA	average_annual_rainfall_mm	1495.5746174869494
lv25974	Giraffe	Golden Tusk Safari	Obs_2	784.1889593555121	Flat	Dense	NA	predator_density_per_sq_km	1.5759437623445278
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1183.0817448306411	Flat	Open	Absent	distance_to_water_km	3.52680264514534
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1183.0817448306411	Flat	Open	Absent	average_annual_rainfall_mm	562.3087814389253
lv25974	Giraffe	Zebra Horizon Park	Obs_5	1183.0817448306411	Flat	Open	Absent	predator_density_per_sq_km	0.98195181079515
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1110.2370929316774	Hilly	Dense	Absent	distance_to_water_km	1.9219112993702763
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1110.2370929316774	Hilly	Dense	Absent	average_annual_rainfall_mm	984.6106341623916
lv25974	Giraffe	Golden Tusk Safari	Obs_2	1110.2370929316774	Hilly	Dense	Absent	predator_density_per_sq_km	0.6373112202387258
lv25974	Giraffe	Lionshade Wilderness	Obs_4	2041.4628955489359	Hilly	Dense	Absent	distance_to_water_km	3.6132673571069645
lv25974	Giraffe	Lionshade Wilderness	Obs_4	2041.4628955489359	Hilly	Dense	Absent	average_annual_rainfall_mm	841.9224471623206
lv25974	Giraffe	Lionshade Wilderness	Obs_4	2041.4628955489359	Hilly	Dense	Absent	predator_density_per_sq_km	2.0786402724381157
lv25974	Giraffe	Golden Tusk Safari	Obs_5	941.9118314777683	Flat	Open	Present	distance_to_water_km	1.6590835274739053
lv25974	Giraffe	Golden Tusk Safari	Obs_5	941.9118314777683	Flat	Open	Present	average_annual_rainfall_mm	940.8205392771102
lv25974	Giraffe	Golden Tusk Safari	Obs_5	941.9118314777683	Flat	Open	Present	predator_density_per_sq_km	3.098387225405662
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	1751.5187453488186	Flat	Open	Absent	distance_to_water_km	7.000517372202229
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	1751.5187453488186	Flat	Open	Absent	average_annual_rainfall_mm	811.1263771941985
lv25974	Giraffe	Savanna Whisper Reserve	Obs_2	1751.5187453488186	Flat	Open	Absent	predator_density_per_sq_km	0.9794287555855968
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	844.2084390470911	Hilly	Open	Present	distance_to_water_km	1.97196541937709
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	844.2084390470911	Hilly	Open	Present	average_annual_rainfall_mm	749.8469258394998
lv25974	Giraffe	Savanna Whisper Reserve	Obs_3	844.2084390470911	Hilly	Open	Present	predator_density_per_sq_km	1.4822884473611961
lv25974	Giraffe	Zebra Horizon Park	Obs_1	1303.3650937839816	Hilly	Open	Present	distance_to_water_km	7.928561674269002
lv25974	Giraffe	Zebra Horizon Park	Obs_1	1303.3650937839816	Hilly	Open	Present	average_annual_rainfall_mm	1173.616712384935
lv25974	Giraffe	Zebra Horizon Park	Obs_1	1303.3650937839816	Hilly	Open	Present	predator_density_per_sq_km	0.934084149533092
lv25974	Giraffe	Golden Tusk Safari	Obs_2	936.6780626274713	Hilly	Dense	Present	distance_to_water_km	2.4504317176531165
lv25974	Giraffe	Golden Tusk Safari	Obs_2	936.6780626274713	Hilly	Dense	Present	average_annual_rainfall_mm	673.725785776922
